item_id,timestamp,target
HD현대,2025-12-29,189000
HD현대,2025-12-30,188500
HD현대,2026-01-02,184200
HD현대,2026-01-05,191000
HD현대,2026-01-06,195400
HD현대,2026-01-07,193600
HD현대,2026-01-08,196500
HD현대,2026-01-09,205000
HD현대,2026-01-12,228000
HD현대,2026-01-13,229500
HD현대,2026-01-14,238500
HD현대,2026-01-15,235000
HD현대,2026-01-16,236000
HD현대,2026-01-19,245500
HD현대,2026-01-20,259500
HD현대,2026-01-21,254500
HD현대,2026-01-22,243000
HD현대,2026-01-23,249500
미래에셋증권,2025-12-24,23150
미래에셋증권,2025-12-26,22900
미래에셋증권,2025-12-29,23700
미래에셋증권,2025-12-30,23350
미래에셋증권,2026-01-02,24650
미래에셋증권,2026-01-05,25500
미래에셋증권,2026-01-06,28700
미래에셋증권,2026-01-07,28000
미래에셋증권,2026-01-08,27650
미래에셋증권,2026-01-09,27100
미래에셋증권,2026-01-12,28650
미래에셋증권,2026-01-13,28450
미래에셋증권,2026-01-14,29500
미래에셋증권,2026-01-15,30750
미래에셋증권,2026-01-16,31200
미래에셋증권,2026-01-19,31950
미래에셋증권,2026-01-20,30700
미래에셋증권,2026-01-21,29750
미래에셋증권,2026-01-22,29850
미래에셋증권,2026-01-23,34900
HMM,2025-12-24,20650
HMM,2025-12-26,20300
HMM,2025-12-29,20350
HMM,2025-12-30,20500
HMM,2026-01-02,20200
HMM,2026-01-05,19850
HMM,2026-01-06,19920
HMM,2026-01-07,19930
HMM,2026-01-08,19960
HMM,2026-01-09,20000
HMM,2026-01-12,20250
HMM,2026-01-13,20900
HMM,2026-01-14,20750
HMM,2026-01-15,20250
HMM,2026-01-16,20000
HMM,2026-01-19,19890
HMM,2026-01-20,20950
HMM,2026-01-21,20100
HMM,2026-01-22,20550
HMM,2026-01-23,20300
현대글로비스,2025-12-24,179800
현대글로비스,2025-12-26,178600
현대글로비스,2025-12-29,182300
현대글로비스,2025-12-30,180600
현대글로비스,2026-01-02,180900
현대글로비스,2026-01-05,178100
현대글로비스,2026-01-06,187100
현대글로비스,2026-01-07,218500
현대글로비스,2026-01-08,223500
현대글로비스,2026-01-09,226500
현대글로비스,2026-01-12,243500
현대글로비스,2026-01-13,257000
현대글로비스,2026-01-14,257500
현대글로비스,2026-01-15,266000
현대글로비스,2026-01-16,257000
현대글로비스,2026-01-19,273000
현대글로비스,2026-01-20,259500
현대글로비스,2026-01-21,262000
현대글로비스,2026-01-22,262000
현대글로비스,2026-01-23,252000
포스코퓨처엠,2025-12-24,198000
포스코퓨처엠,2025-12-26,196200
포스코퓨처엠,2025-12-29,196700
포스코퓨처엠,2025-12-30,187000
포스코퓨처엠,2026-01-02,176900
포스코퓨처엠,2026-01-05,181000
포스코퓨처엠,2026-01-06,182700
포스코퓨처엠,2026-01-07,180000
포스코퓨처엠,2026-01-08,178500
포스코퓨처엠,2026-01-09,175900
포스코퓨처엠,2026-01-12,188000
포스코퓨처엠,2026-01-13,196000
포스코퓨처엠,2026-01-14,188100
포스코퓨처엠,2026-01-15,195400
포스코퓨처엠,2026-01-16,188700
포스코퓨처엠,2026-01-19,197000
포스코퓨처엠,2026-01-20,205000
포스코퓨처엠,2026-01-21,200500
포스코퓨처엠,2026-01-22,217000
포스코퓨처엠,2026-01-23,213000
SK이노베이션,2025-12-24,105500
SK이노베이션,2025-12-26,103300
SK이노베이션,2025-12-29,103100
SK이노베이션,2025-12-30,101200
SK이노베이션,2026-01-02,99900
SK이노베이션,2026-01-05,102700
SK이노베이션,2026-01-06,106000
SK이노베이션,2026-01-07,102000
SK이노베이션,2026-01-08,102600
SK이노베이션,2026-01-09,99700
SK이노베이션,2026-01-12,102500
SK이노베이션,2026-01-13,105500
SK이노베이션,2026-01-14,103900
SK이노베이션,2026-01-15,107600
SK이노베이션,2026-01-16,105400
SK이노베이션,2026-01-19,106200
SK이노베이션,2026-01-20,109000
SK이노베이션,2026-01-21,105800
SK이노베이션,2026-01-22,112200
SK이노베이션,2026-01-23,111300
메리츠금융지주,2025-12-24,109300
메리츠금융지주,2025-12-26,108200
메리츠금융지주,2025-12-29,111900
메리츠금융지주,2025-12-30,113100
메리츠금융지주,2026-01-02,111600
메리츠금융지주,2026-01-05,108200
메리츠금융지주,2026-01-06,108300
메리츠금융지주,2026-01-07,106600
메리츠금융지주,2026-01-08,107600
메리츠금융지주,2026-01-09,101500
메리츠금융지주,2026-01-12,104700
메리츠금융지주,2026-01-13,103700
